Test_Depth,Size,Coded_Site,C,Si,Mn,S,Cr,Mo,Ni,Al,V,H_Temp,Coded_Cool,T_Temp,Imp_Temp,Charpy Energy
12.7,220,3,0.32,0.23,0.54,0.005,1.04,0.24,0.24,0.022,0.003,870,3,650,-32,56.4917
25.4,222.25,3,0.41,0.26,0.99,0.015,1.1,0.32,0.14,0.024,0.005,870,3,705,-32,69
42,168,6,0.46,0.3,1.06,0.016,1.07,0.31,0.2,0.026,0.004,850,2,605,20,60
8,16,6,0.48,0.26,0.76,0.023,0.18,0.08,0.13,0.03,0.001,850,2,615,20,84
25.4,165.1,4,0.42,0.26,0.93,0.008,1.04,0.24,0.19,0.022,0.004,860,3,700,23,145
12.5,150,3,0.44,0.29,0.83,0.021,1.02,0.21,0.21,0.031,0.005,860,2,600,20,56
38.1,76.2,3,0.42,0.22,0.96,0.007,1.06,0.24,0.21,0.024,0.005,870,3,700,-32,126.6667
12.5,260,4,0.42,0.26,0.76,0.025,1.09,0.22,0.21,0.033,0.005,860,3,640,20,84
12.5,25,3,0.155,0.12,0.94,0.002,1.33,0.88,0.14,0.016,0.23,980,2,600,20,40.6667
25.4,365.13,3,0.41,0.26,0.99,0.017,1.13,0.31,0.16,0.023,0.005,870,3,700,23,102
12.7,155,3,0.325,0.22,0.53,0.002,1.05,0.24,0.18,0.026,0.004,870,3,660,-32,73.213
12.7,130,3,0.42,0.26,0.74,0.024,1.08,0.21,0.23,0.024,0.005,855,2,590,20,70
25.4,203.2,3,0.42,0.26,0.95,0.02,1.14,0.31,0.18,0.029,0.006,860,3,710,-32,120
12.7,260,4,0.43,0.28,0.75,0.024,1.13,0.23,0.2,0.028,0.004,850,3,640,20,110.6667
12.5,110,6,0.27,0.27,0.84,0.026,1.02,0.16,0.18,0.03,0.003,860,2,580,20,96.3333
25.4,279.4,3,0.41,0.27,0.95,0.017,1.14,0.33,0.16,0.024,0.005,870,3,705,-32,92
12.5,101.6,6,0.32,0.23,0.55,0.003,1.04,0.25,0.16,0.025,0.005,900,3,660,-32,107.1083
12.5,150,6,0.43,0.3,0.75,0.025,1.11,0.21,0.2,0.032,0.005,840,3,650,20,85.6667
25.4,127,3,0.41,0.25,0.94,0.006,1.05,0.24,0.22,0.028,0.003,860,3,705,-32,54
12.5,240,4,0.42,0.26,0.76,0.026,1.09,0.22,0.2,0.034,0.004,860,3,650,20,94.4
25.4,50.8,6,0.315,0.23,0.53,0.007,1.05,0.24,0.21,0.025,0.005,850,3,640,23,153.6667
12.7,300,3,0.43,0.28,0.77,0.023,1.11,0.18,0.25,0.031,0.005,860,3,640,20,66.6667
15.8333,95,6,0.245,0.31,1.32,0.012,1.32,0.32,0.69,0.029,0.004,880,3,620,-20,152
25.4,304.8,4,0.46,0.24,1.05,0.021,1.09,0.3,0.2,0.025,0.004,870,3,600,0,46.549
12.5,180,3,0.36,0.27,0.64,0.032,1.39,0.19,1.43,0.03,0.003,860,2,600,-20,54.6667
12.7,180,3,0.42,0.24,0.77,0.025,1.07,0.2,0.26,0.031,0.004,850,3,660,20,119.3333
12.5,220,4,0.43,0.25,0.8,0.023,1.08,0.2,0.22,0.026,0.006,860,3,640,20,107
25.4,203.2,3,0.42,0.26,0.95,0.02,1.14,0.31,0.18,0.029,0.006,860,3,710,23,147.6667
25.4,365.13,3,0.41,0.24,0.96,0.018,1.12,0.32,0.18,0.022,0.004,870,3,695,-32,49.3333
25.4,69.85,3,0.43,0.33,0.96,0.004,1.04,0.24,0.19,0.026,0.005,870,3,585,-32,70.6667
19.5,117,6,0.235,0.35,1.25,0.005,1.33,0.3,0.71,0.02,0.005,880,3,620,-20,157
25.4,165.1,4,0.42,0.24,0.9,0.02,1.05,0.24,0.19,0.027,0.005,860,3,690,-32,63.6667
12.5,255,3,0.41,0.25,0.77,0.001,1.05,0.2,0.25,0.035,0.005,860,3,660,20,80
5.5,11,6,0.345,0.26,0.46,0.023,1.72,0.28,3.95,0.035,0.004,865,1,550,20,30.6667
25.4,101.6,3,0.42,0.24,0.95,0.019,1.05,0.24,0.2,0.027,0.005,860,3,705,-32,132
25.4,304.8,3,0.47,0.23,1.11,0.019,1.15,0.32,0.14,0.023,0.004,870,3,605,0,50.6167
25.4,76.2,3,0.47,0.23,1.05,0.024,1.07,0.31,0.17,0.022,0.007,860,3,625,23,96
25.4,88.9,3,0.46,0.25,1.05,0.023,1.18,0.32,0.18,0.02,0.007,870,3,615,23,82
15.8333,95,6,0.235,0.32,1.31,0.008,1.32,0.32,0.7,0.032,0.005,880,3,620,-20,155.3333
25.4,279.4,4,0.48,0.24,1.15,0.019,1.18,0.33,0.18,0.026,0.005,870,3,600,23,58.3333
12.5,150,6,0.43,0.25,0.8,0.023,1.08,0.2,0.22,0.026,0.006,840,3,650,20,104.6667
12.5,125,3,0.41,0.25,0.93,0.02,1.16,0.24,0.08,0.021,0.005,870,3,705,-32,153.3333
25.4,120.65,3,0.42,0.27,0.95,0.01,1.07,0.24,0.16,0.023,0.005,860,3,705,-32,78.6667
12.5,150,3,0.42,0.28,0.74,0.025,1.09,0.21,0.23,0.035,0.005,860,3,650,20,122
12.5,270,3,0.44,0.25,0.82,0.021,0.99,0.2,0.2,0.025,0.005,860,3,660,20,83.6667
12.7,260,4,0.41,0.3,0.72,0.019,1.13,0.21,0.21,0.028,0.005,860,3,640,20,108.3333
12.7,130,5,0.43,0.29,0.74,0.024,1.12,0.21,0.18,0.031,0.004,850,1,590,20,34.3333
12.5,101.6,6,0.32,0.29,0.53,0.002,1.04,0.25,0.2,0.034,0.004,900,3,660,-32,113.4353
12.5,90,3,0.31,0.23,0.55,0.008,1.05,0.24,0.13,0.026,0.004,870,3,685,-32,120.2143
12.7,350,3,0.44,0.25,0.79,0.026,1.12,0.22,0.16,0.024,0.005,850,3,670,20,94.6667
12.5,100,6,0.52,0.24,0.84,0.01,0.21,0.03,0.14,0.034,0.004,840,3,635,20,43.6667
12.5,330,4,0.42,0.23,0.93,0.022,1.16,0.23,0.23,0.029,0.005,870,3,690,-32,69.3333
8,16,6,0.345,0.25,0.7,0.002,1.11,0.21,0.24,0.03,0.005,860,2,550,23,35.3333
12.5,250,3,0.37,0.3,0.62,0.022,1.52,0.19,1.52,0.028,0.003,860,2,640,20,92.6667
12.7,130,3,0.42,0.22,0.76,0.026,1.1,0.23,0.27,0.032,0.004,860,2,590,20,86
19.5,117,6,0.305,0.25,1.71,0.018,0.17,0.03,0.11,0.021,0.065,870,3,640,-20,114.6667
25.4,254,3,0.47,0.23,1.05,0.02,1.06,0.31,0.18,0.028,0.005,860,3,610,23,56
12.5,90,3,0.42,0.24,0.94,0.018,1.16,0.23,0.16,0.02,0.005,870,3,700,-32,142.6667
12.7,150,6,0.42,0.26,0.76,0.025,1.1,0.2,0.26,0.032,0.005,840,3,650,20,100
12.5,280,4,0.42,0.26,0.76,0.025,1.09,0.22,0.21,0.033,0.005,860,3,640,20,95.3333
25.4,146.05,3,0.42,0.29,0.94,0.018,1.05,0.23,0.24,0.026,0.005,860,3,705,-32,69.6667
12.5,120,3,0.42,0.26,0.74,0.025,1.08,0.2,0.3,0.03,0.005,860,2,600,20,67.7333
12.7,300,3,0.44,0.26,0.72,0.018,1.08,0.22,0.15,0.037,0.005,860,3,650,20,99.7333
12.5,260,4,0.42,0.25,0.75,0.025,1.1,0.23,0.23,0.027,0.004,860,3,640,20,99.3333
12.5,200,4,0.42,0.25,0.84,0.022,1.08,0.22,0.23,0.027,0.004,860,3,650,20,105.8667
12.5,305,3,0.325,0.24,0.54,0.007,1.06,0.24,0.18,0.025,0.005,870,3,660,-32,57.8473
25.4,114.3,3,0.43,0.23,0.92,0.002,1.04,0.24,0.18,0.024,0.004,860,3,680,-32,86.3333
25.4,171.45,4,0.41,0.26,0.92,0.022,1,0.24,0.07,0.029,0.005,870,3,690,-32,71.3333
25.4,311.15,4,0.42,0.24,1.02,0.004,1.13,0.31,0.24,0.025,0.005,860,3,690,-32,68.6667
145,290,3,0.315,0.28,0.54,0.002,1.08,0.23,0.14,0.023,0.005,870,3,670,-59,45.1937
12.5,250,4,0.41,0.27,0.86,0.02,1.07,0.23,0.23,0.023,0.005,860,3,640,20,102.3333
25.4,365.13,3,0.41,0.27,0.95,0.017,1.14,0.33,0.16,0.024,0.005,870,3,700,-32,56.3333
12.5,95,2,0.31,0.25,0.54,0.003,1.05,0.23,0.25,0.022,0.005,870,3,670,-32,128.801
69.85,139.7,4,0.42,0.24,0.93,0.013,1.05,0.23,0.18,0.024,0.005,870,3,550,-32,31.3333
12.7,170,3,0.42,0.24,0.77,0.025,1.07,0.2,0.26,0.031,0.004,850,3,660,20,128.6667
53.975,107.95,3,0.42,0.2,0.95,0.009,1.04,0.24,0.14,0.03,0.005,870,3,705,-32,110.7237
12.7,100,3,0.44,0.28,0.74,0.023,1.15,0.19,0.17,0.03,0.005,850,2,600,20,64.8
12.5,230,4,0.41,0.28,0.75,0.025,1.1,0.23,0.23,0.032,0.005,860,3,650,20,108
10,20,6,0.335,0.26,0.71,0.014,0.99,0.16,0.13,0.023,0.004,900,2,615,-50,87.4667
69.85,139.7,4,0.42,0.24,0.94,0.004,1.03,0.24,0.17,0.022,0.005,870,3,690,-32,68
44.45,88.9,3,0.42,0.25,0.95,0.003,1.04,0.24,0.24,0.031,0.005,870,3,705,-32,104.3967
25.4,220,3,0.31,0.28,0.57,0.003,1.06,0.23,0.12,0.02,0.005,870,3,680,-59,37.3333
25.4,127,3,0.42,0.24,0.96,0.017,1.04,0.23,0.15,0.022,0.005,860,3,705,-32,92
25.4,177.8,3,0.46,0.25,1.06,0.015,1.09,0.33,0.21,0.025,0.005,870,3,620,23,84.6667
60.325,120.65,3,0.42,0.24,0.92,0.004,1.05,0.23,0.16,0.036,0.005,870,3,705,-32,101.685
19,76,6,0.325,0.23,0.53,0.004,1.06,0.23,0.16,0.03,0.005,900,3,655,-46,77.3333
12.5,220,3,0.41,0.27,0.8,0.024,1.1,0.21,0.27,0.023,0.005,870,3,660,-20,114.6667
12.7,130,3,0.42,0.28,0.75,0.026,1.12,0.22,0.18,0.025,0.006,850,2,580,20,74.6667
25.4,304.8,4,0.48,0.26,1.11,0.019,1.16,0.34,0.25,0.029,0.004,870,3,600,-32,46.0973
12.5,250,4,0.41,0.27,0.86,0.02,1.07,0.23,0.23,0.023,0.005,860,3,640,20,101.6
25.4,165.1,4,0.43,0.27,0.93,0.022,1.08,0.24,0.23,0.022,0.004,860,3,690,-32,82.3333
12.7,230,3,0.42,0.26,0.74,0.024,1.08,0.21,0.23,0.024,0.005,860,3,660,20,103
12.5,130,4,0.42,0.28,0.74,0.025,1.09,0.21,0.23,0.035,0.005,860,3,640,20,99.3333
12.7,130,3,0.27,0.27,0.78,0.023,1.02,0.16,0.12,0.025,0.005,850,3,620,20,163.3333
12.7,190,3,0.42,0.24,0.71,0.022,1.15,0.21,0.21,0.029,0.004,850,3,660,20,111
12.7,330,3,0.41,0.26,0.58,0.025,1.19,0.27,1.4,0.022,0.005,850,2,620,20,51.6667
12.5,111,3,0.295,0.24,0.44,0.014,1.98,0.38,1.99,0.023,0.005,860,2,580,-20,114.1333
12.7,105,5,0.26,0.25,0.85,0.034,1.03,0.15,0.13,0.025,0.005,850,1,560,20,119.3333
25.4,69.85,3,0.4,0.24,0.93,0.019,1.07,0.23,0.18,0.019,0.004,870,3,580,-32,83.3333
12.7,305,3,0.41,0.27,0.6,0.03,1.21,0.27,1.5,0.02,0.005,850,2,620,20,54.6667
12.5,320,3,0.315,0.26,0.54,0.004,1.03,0.23,0.21,0.029,0.005,870,3,660,-32,110.7237
25.4,220,3,0.41,0.23,0.9,0.018,1.03,0.23,0.14,0.023,0.004,860,3,710,23,116.6667
53.975,107.95,3,0.42,0.2,0.95,0.005,1.04,0.24,0.13,0.03,0.005,860,3,705,-32,79
25.4,120.65,3,0.42,0.24,0.96,0.018,1,0.23,0.22,0.024,0.004,860,3,705,-32,89.6667
25.4,114.3,3,0.42,0.27,0.95,0.01,1.07,0.24,0.16,0.023,0.005,860,3,705,-32,88.6667
19,76,6,0.315,0.28,0.56,0.003,1.05,0.25,0.2,0.029,0.004,900,3,655,-46,84
12.7,280,4,0.42,0.28,0.75,0.021,1.14,0.22,0.14,0.027,0.004,850,3,620,20,93.3333
12.5,125,3,0.41,0.25,0.93,0.02,1.16,0.24,0.08,0.021,0.005,870,3,705,-32,118
12.5,200,3,0.42,0.26,0.74,0.025,1.08,0.2,0.3,0.03,0.005,860,3,640,20,92.8
25.4,203.2,3,0.4,0.24,0.96,0.021,1.1,0.3,0.18,0.031,0.005,870,3,705,-32,115.3333
12.5,200,3,0.14,0.23,0.62,0.013,1.1,0.59,0.13,0.006,0.005,930,2,680,20,117.6667
25.4,152.4,4,0.42,0.26,0.93,0.008,1.04,0.24,0.19,0.022,0.004,860,3,695,-32,64
38.1,76.2,3,0.42,0.27,0.94,0.008,1.05,0.24,0.24,0.046,0.005,870,3,710,-32,122.022
12.7,130,3,0.44,0.24,0.74,0.02,0.98,0.18,0.19,0.024,0.006,850,2,565,20,45.6667
25.4,120.65,3,0.42,0.26,0.95,0.012,1.05,0.23,0.11,0.025,0.005,860,3,710,23,140.6667
12.5,150,6,0.42,0.23,0.72,0.023,1.03,0.2,0.25,0.026,0.005,840,3,650,20,113.6667
12.7,320,3,0.41,0.3,0.72,0.019,1.13,0.21,0.21,0.028,0.005,860,3,640,20,70.6667
12.5,381,4,0.44,0.26,0.77,0.027,1.07,0.2,0.3,0.025,0.005,860,3,640,20,71.3333
69.85,139.7,4,0.42,0.24,0.95,0.007,1.06,0.24,0.21,0.023,0.005,870,3,550,-32,21.2407
12.7,100,3,0.42,0.26,0.77,0.025,1.06,0.29,0.2,0.029,0.005,860,3,650,20,109.6667
12.5,251,4,0.4,0.29,0.84,0.008,1.02,0.23,0.24,0.02,0.006,860,3,605,-20,32
53.975,107.95,3,0.42,0.23,0.96,0.006,1.04,0.24,0.11,0.028,0.005,870,3,700,-32,93.3333
12.5,50,6,0.38,0.28,0.75,0.002,0.82,0.25,1.71,0.03,0.002,820,2,495,20,29.3333
25.4,190.5,3,0.47,0.23,1.11,0.019,1.15,0.32,0.14,0.023,0.004,870,3,615,23,89.3333
25.4,69.85,3,0.42,0.26,0.96,0.012,1.04,0.23,0.17,0.026,0.004,860,3,580,-32,44.3333
12.7,223,3,0.42,0.27,0.76,0.021,1.15,0.2,0.22,0.026,0.005,850,3,660,20,115.3333
12.5,305,4,0.42,0.23,0.94,0.017,1.11,0.23,0.19,0.036,0.006,870,3,690,-32,85.6667
25.4,215.9,3,0.41,0.27,0.93,0.019,1.1,0.35,0.22,0.025,0.006,860,3,705,23,88
38.1,76.2,3,0.42,0.2,0.93,0.012,1.04,0.23,0.22,0.032,0.005,870,3,590,-32,88.579
12.5,320,3,0.33,0.23,0.53,0.009,1.08,0.24,0.19,0.026,0.005,870,3,660,-32,45.6453
12.7,330,3,0.32,0.18,0.54,0.003,1.06,0.24,0.18,0.026,0.003,870,3,660,-32,61.9147
8,16,6,0.45,0.25,0.67,0.026,0.16,0.04,0.15,0.027,0.004,840,2,600,20,100
12.5,145,3,0.35,0.27,0.61,0.03,1.4,0.23,1.37,0.038,0.004,860,2,575,-20,43.3333
12.7,240,3,0.43,0.28,0.75,0.024,1.13,0.23,0.2,0.028,0.004,860,3,650,20,104.2667
12.7,320,3,0.32,0.22,0.53,0.007,1.05,0.24,0.15,0.028,0.005,870,3,650,-32,63.7227
12.7,220,4,0.42,0.28,0.75,0.026,1.12,0.22,0.18,0.025,0.006,860,3,630,20,75.2
25.4,120.65,3,0.42,0.26,0.95,0.012,1.05,0.23,0.11,0.025,0.005,860,3,710,-32,60.3333
17.5,35,6,0.345,0.25,0.7,0.002,1.11,0.21,0.24,0.03,0.005,860,2,580,23,80.6667
12.5,240,3,0.42,0.23,0.72,0.023,1.03,0.2,0.25,0.026,0.005,860,3,660,20,119.3333
12.7,150,3,0.44,0.28,0.76,0.025,1.06,0.22,0.24,0.029,0.004,860,3,640,20,111.7333
12.7,260,3,0.44,0.25,0.79,0.026,1.12,0.22,0.16,0.024,0.005,850,3,670,20,95.6667
12.7,260,4,0.42,0.26,0.72,0.025,1.13,0.22,0.19,0.025,0.004,860,3,630,20,92.5333
12.7,150,6,0.42,0.28,0.76,0.023,1.05,0.21,0.18,0.029,0.006,840,3,650,20,102.6667
25.4,266.7,4,0.46,0.24,1.05,0.019,1.11,0.32,0.12,0.027,0.006,870,3,600,-10,36.1547
12.7,240,3,0.345,0.34,0.64,0.019,1.59,0.2,1.49,0.027,0.005,850,2,640,20,115.3333
12.5,180,3,0.41,0.28,0.75,0.025,1.1,0.23,0.23,0.032,0.005,860,3,650,20,119.7333
12.7,132,2,0.355,0.32,0.55,0.031,1.52,0.18,1.53,0.032,0.007,860,1,570,20,77.6667
12.7,360,3,0.4,0.26,0.58,0.014,1.19,0.28,1.48,0.028,0.006,850,2,630,20,75.3333
12.7,63,6,0.355,0.22,1.47,0.034,0.27,0.3,0.16,0.03,0.005,870,2,560,20,80.6667
12.7,150,3,0.41,0.24,0.74,0.022,1.12,0.22,0.22,0.025,0.005,850,2,640,20,109.3333
12.7,230,3,0.43,0.28,0.75,0.024,1.13,0.23,0.2,0.028,0.004,860,3,660,20,102.1333
12.7,99,5,0.41,0.24,0.56,0.016,1.23,0.27,1.4,0.033,0.003,850,1,660,20,98.6667
25.4,158.75,3,0.43,0.23,0.92,0.002,1.04,0.24,0.18,0.024,0.004,860,3,705,-32,78.6667
25.4,88.9,3,0.43,0.23,0.92,0.002,1.04,0.24,0.18,0.024,0.004,860,3,710,-32,99.3333
12.7,240,4,0.42,0.26,0.74,0.018,1.18,0.21,0.18,0.023,0.005,860,3,620,20,95.4667
25,100,6,0.32,0.24,0.74,0.002,1.1,0.25,0.23,0.029,0.004,860,3,660,-30,128.6667
69.85,139.7,4,0.42,0.2,0.93,0.012,1.04,0.23,0.22,0.032,0.005,870,3,690,-32,79.6667
12.7,280,3,0.4,0.28,0.72,0.026,0.92,0.19,0.85,0.029,0.006,850,1,610,20,37
12.5,270,3,0.34,0.23,0.7,0.029,1.4,0.16,1.4,0.032,0.004,850,2,560,-20,26.6667
12.5,255,3,0.41,0.26,0.79,0.002,1.01,0.17,0.18,0.03,0.004,860,3,650,20,101.6667
12.7,140,3,0.44,0.28,0.74,0.023,1.15,0.19,0.17,0.03,0.005,850,2,590,20,53.6
12.5,80,3,0.365,0.34,0.44,0.003,1.77,0.42,4.01,0.025,0.005,875,1,560,23,56.3333
12.7,115,6,0.345,0.34,0.64,0.019,1.59,0.2,1.49,0.027,0.005,850,2,570,20,87.3333
12.5,120,3,0.43,0.31,0.74,0.011,1.11,0.19,0.24,0.037,0.005,870,3,590,-20,86.9333
114.3,228.6,4,0.33,0.34,0.57,0.002,1.03,0.24,0.18,0.024,0.005,870,3,660,-59,42.9337
12.7,260,4,0.43,0.28,0.75,0.024,1.08,0.21,0.22,0.026,0.004,860,3,640,20,105.6
25.4,165.1,4,0.42,0.24,0.9,0.02,1.05,0.24,0.19,0.027,0.005,860,3,690,-32,47
25.4,69.85,3,0.41,0.28,0.92,0.02,1.03,0.23,0.16,0.024,0.002,860,3,715,-32,101.6667
12.5,50,6,0.38,0.28,0.75,0.002,0.82,0.25,1.71,0.03,0.002,820,2,495,20,28
12.7,90,6,0.315,0.25,0.49,0.006,1.18,0.28,4.21,0.03,0.004,830,1,630,-20,101
12.5,150,6,0.43,0.26,0.76,0.021,1.1,0.19,0.22,0.023,0.005,840,3,650,20,97.3333
12.7,80,5,0.4,0.2,0.76,0.028,1.09,0.27,0.17,0.023,0.005,850,1,600,20,77.6667
12.7,30,6,0.42,0.28,0.75,0.02,1.1,0.18,0.27,0.028,0.003,840,3,570,20,56
19.5,117,6,0.29,0.3,1.68,0.017,0.18,0.03,0.11,0.023,0.056,870,3,640,-20,103.6667
12.5,152.4,4,0.42,0.19,0.82,0.003,1.04,0.21,0.24,0.025,0.005,860,3,690,-45,33
12.5,235,4,0.42,0.24,0.8,0.002,1,0.17,0.17,0.027,0.005,860,3,650,20,108
25.8333,155,6,0.3,0.26,1.69,0.02,0.17,0.04,0.1,0.02,0.05,900,3,640,0,91.6667
25.4,75,6,0.43,0.23,0.83,0.025,1.02,0.22,0.22,0.022,0.004,870,3,565,23,63.3333
12.5,101.6,6,0.32,0.24,0.56,0.003,1.06,0.23,0.25,0.021,0.005,900,3,660,-32,94.454
12.7,230,3,0.43,0.26,0.73,0.025,1.1,0.22,0.2,0.037,0.004,860,3,670,20,85.3333
25.4,127,3,0.42,0.24,0.96,0.018,1,0.23,0.22,0.024,0.004,860,3,705,-32,76.3333
12.7,90,3,0.32,0.23,0.52,0.002,1.07,0.24,0.15,0.026,0.004,870,3,690,-32,153.6573
12.5,255,4,0.42,0.29,0.76,0.003,1.11,0.22,0.2,0.028,0.005,850,3,630,20,110
12.5,150,3,0.4,0.25,0.9,0.025,1.1,0.28,0.31,0.018,0.004,860,2,700,-20,53.3333
12.7,100,6,0.41,0.2,0.67,0.052,1,0.16,0.14,0.018,0.003,850,2,550,20,40
25.4,279.4,2,0.32,0.25,0.54,0.016,1.03,0.24,0.22,0.027,0.005,870,3,670,-59,45.6667
25.4,158.75,4,0.42,0.23,0.93,0.018,1.04,0.24,0.2,0.025,0.005,860,3,690,-32,73.3333
12.5,50,6,0.395,0.25,0.72,0.003,0.83,0.24,1.91,0.029,0.002,820,2,495,20,38.3333
63.5,127,4,0.42,0.24,0.92,0.004,1.05,0.23,0.16,0.036,0.005,870,3,565,-32,32.0873
10,20,6,0.31,0.25,0.58,0.038,0.68,0.53,2.42,0.035,0.003,850,2,650,-20,92
25.4,241.3,4,0.42,0.22,0.95,0.018,1.17,0.32,0.15,0.027,0.005,870,3,695,-32,74
12.5,320,3,0.42,0.23,0.93,0.021,1.13,0.23,0.2,0.025,0.004,870,3,715,-32,58
25.4,101.6,3,0.32,0.25,0.54,0.016,1.03,0.24,0.22,0.027,0.005,870,3,690,-59,62.3333
57.15,114.3,3,0.42,0.25,0.93,0.004,1.06,0.23,0.21,0.026,0.005,870,3,570,-32,27.116
12.7,230,4,0.41,0.24,0.82,0.03,1.11,0.25,0.18,0.03,0.005,860,3,630,-20,74.3333
12.5,280,3,0.315,0.2,0.53,0.007,1.06,0.23,0.12,0.022,0.005,870,3,660,-32,76.3767
12.5,30,6,0.355,0.25,0.73,0.025,1.01,0.17,0.11,0.019,0.005,850,2,550,20,60.3333
25.4,135,3,0.46,0.21,1.06,0.019,1.06,0.31,0.2,0.02,0.003,870,3,610,0,71.857
8,16,6,0.48,0.27,0.72,0.023,0.18,0.03,0.15,0.03,0.004,840,2,600,20,98.6667
25.4,114.3,3,0.42,0.24,0.96,0.017,1.04,0.23,0.15,0.022,0.005,860,3,705,-32,68
25.4,254,3,0.41,0.27,0.93,0.019,1.1,0.35,0.22,0.025,0.006,860,3,705,23,130
12.5,350,4,0.41,0.26,0.79,0.025,1.14,0.22,0.25,0.025,0.004,860,3,640,20,84
25.4,241.3,3,0.41,0.26,0.99,0.015,1.1,0.32,0.14,0.024,0.005,870,3,700,23,135.3333
50,100,6,0.42,0.27,0.88,0.024,1,0.17,0.21,0.032,0.004,870,3,700,-46,108
12.5,145,3,0.36,0.28,0.65,0.023,1.38,0.19,1.37,0.023,0.002,860,2,570,-20,46
25,100,6,0.315,0.22,0.72,0.012,1.12,0.27,0.22,0.026,0.004,860,3,650,-46,132.6667
12.7,95,5,0.41,0.26,0.52,0.037,1.19,0.26,1.37,0.031,0.004,850,1,640,20,79.3333
25.8333,155,6,0.295,0.28,1.72,0.018,0.18,0.03,0.08,0.022,0.056,900,3,640,0,93
28.3333,170,6,0.3,0.26,1.68,0.025,0.17,0.03,0.1,0.027,0.057,900,3,640,0,140
25.4,75,6,0.42,0.18,0.84,0.008,1.04,0.21,0.14,0.03,0.006,870,3,570,23,67.3333
63.5,127,4,0.42,0.24,0.95,0.007,1.06,0.24,0.21,0.023,0.005,870,3,560,-32,31.1837
25.4,215.9,4,0.42,0.3,0.97,0.019,1.11,0.34,0.17,0.019,0.005,860,3,695,23,108.6667
12.7,140,5,0.43,0.28,0.75,0.024,1.08,0.21,0.22,0.026,0.004,850,1,590,20,46.9333
12.5,75,2,0.32,0.25,0.54,0.016,1.03,0.24,0.22,0.027,0.005,870,3,670,-32,154.561
12.5,95,3,0.42,0.24,0.91,0.019,1.14,0.23,0.21,0.031,0.005,870,3,710,-32,136
12.5,152.4,4,0.42,0.25,0.96,0.004,1.07,0.23,0.15,0.03,0.005,870,3,680,-50,54.232
19.5,117,6,0.24,0.31,1.32,0.013,1.34,0.31,0.72,0.035,0.004,880,3,620,-20,140.6667
25.4,152.4,3,0.33,0.23,0.53,0.009,1.08,0.24,0.19,0.026,0.005,870,3,690,-59,95.3333
12.7,30,6,0.42,0.25,0.79,0.013,0.99,0.19,0.16,0.029,0.004,840,3,580,20,69.6667
8,16,6,0.44,0.24,0.69,0.02,0.23,0.03,0.16,0.043,0.003,840,2,620,20,110.3333
12.5,190,4,0.43,0.28,0.77,0.022,1.06,0.21,0.21,0.026,0.005,860,3,665,20,110.6667
12.5,160,4,0.275,0.27,0.84,0.023,1.06,0.17,0.2,0.026,0.003,870,3,615,20,138.6667
12.7,130,3,0.44,0.24,0.74,0.02,0.98,0.18,0.19,0.024,0.006,850,2,565,20,38.3333
12.7,230,3,0.42,0.24,0.71,0.022,1.15,0.21,0.21,0.029,0.004,860,3,660,20,100
38.1,76.2,3,0.42,0.25,0.93,0.004,1.06,0.23,0.21,0.026,0.005,870,3,710,-32,122.9257
25.4,152.4,3,0.42,0.26,0.95,0.021,1.06,0.24,0.19,0.02,0.004,860,3,705,-32,76.6667
25.4,76.2,2,0.42,0.19,0.92,0.004,1.08,0.23,0.18,0.022,0.005,860,3,690,-32,129.6667
12.7,125,5,0.4,0.26,0.58,0.029,1.21,0.26,1.4,0.031,0.004,850,1,660,20,99.3333
25.4,215.9,3,0.47,0.23,1.05,0.02,1.06,0.31,0.18,0.028,0.005,860,3,610,23,82
25.4,190.5,4,0.42,0.26,0.95,0.019,1.1,0.3,0.2,0.025,0.004,870,3,690,-32,90
12.5,220,4,0.42,0.26,0.93,0.023,1.15,0.24,0.18,0.028,0.005,810,3,690,-32,126.6667
19.5,117,6,0.24,0.33,1.27,0.01,1.3,0.31,0.68,0.022,0.005,880,3,620,-20,141.6667
12.5,255,4,0.42,0.23,0.8,0.001,1.09,0.2,0.25,0.025,0.005,860,3,650,20,100.3333
19.5,117,6,0.305,0.27,1.71,0.021,0.17,0.03,0.11,0.021,0.061,870,3,640,-20,97
12.5,220,4,0.42,0.28,0.74,0.025,1.1,0.21,0.16,0.027,0.005,860,3,640,20,91.3333
41.275,82.55,3,0.42,0.24,0.92,0.004,1.05,0.23,0.16,0.036,0.005,870,3,705,-32,126.5413
12.5,255,3,0.41,0.26,0.79,0.002,1.01,0.17,0.18,0.03,0.004,860,3,650,20,124
12.5,75,3,0.315,0.2,0.53,0.007,1.06,0.23,0.12,0.022,0.005,870,3,690,-32,174.8983
18.75,75,6,0.39,0.24,0.72,0.002,0.82,0.25,1.74,0.028,0.002,840,2,465,20,29.3
12.7,125,5,0.42,0.27,0.58,0.028,1.21,0.25,1.44,0.033,0.004,850,2,660,-20,92
8,16,6,0.16,0.16,1.02,0.002,1.5,0.94,0.18,0.022,0.24,970,2,630,20,150.6667
19.5,117,6,0.295,0.27,1.68,0.018,0.18,0.03,0.1,0.022,0.055,870,3,640,-20,125.6667
25.4,120.65,3,0.42,0.24,0.92,0.004,1.05,0.23,0.16,0.036,0.005,860,3,705,-32,97
